"period","site","dens","spp","norm"
40,"1_10R",0.3,"red",1.63325348564178
41,"1_10R",0,"red",-0.580864210374692
42,"1_10R",0.05,"red",-0.211844594371946
43,"1_10R",0.05,"red",-0.211844594371946
44,"1_10R",0,"red",-0.580864210374692
45,"1_10R",0.05,"red",-0.211844594371946
46,"1_10R",0,"red",-0.580864210374692
47,"1_10R",0.05,"red",-0.211844594371946
48,"1_10R",NA,"red",NA
49,"1_10R",0.25,"red",1.26423386963903
50,"1_10R",0.1,"red",0.157175021630799
51,"1_10R",0,"red",-0.580864210374692
52,"1_10R",0.05,"red",-0.211844594371946
53,"1_10R",0.1,"red",0.157175021630799
54,"1_10R",0,"red",-0.580864210374692
55,"1_10R",0.25,"red",1.26423386963903
56,"1_10R",NA,"red",NA
57,"1_10R",0.2,"red",0.89521425363629
58,"1_10R",NA,"red",NA
59,"1_10R",NA,"red",NA
60,"1_10R",NA,"red",NA
61,"1_10R",0.05,"red",-0.211844594371946
62,"1_10R",NA,"red",NA
63,"1_10R",0.1,"red",0.157175021630799
1,"1_10R",0.25,"wavy",-0.748894904856837
2,"1_10R",0.65,"wavy",-0.424398817697204
3,"1_10R",0.05,"wavy",-0.911142948436653
4,"1_10R",0.7,"wavy",-0.38383680680225
5,"1_10R",0.45,"wavy",-0.58664686127702
6,"1_10R",0,"wavy",-0.951704959331607
7,"1_10R",0.65,"wavy",-0.424398817697204
8,"1_10R",NA,"wavy",NA
9,"1_10R",0.65,"wavy",-0.424398817697204
10,"1_10R",0.75,"wavy",-0.343274795907296
11,"1_10R",1,"wavy",-0.140464741432526
12,"1_10R",1.35,"wavy",0.143469334832152
13,"1_10R",2.3,"wavy",0.914147541836279
14,"1_10R",3,"wavy",1.48201569436564
15,"1_10R",2.9,"wavy",1.40089167257573
16,"1_10R",2.3,"wavy",0.914147541836279
17,"1_10R",2.4,"wavy",0.995271563626187
18,"1_10R",2.2,"wavy",0.833023520046371
19,"1_10R",0.95,"wavy",-0.18102675232748
20,"1_10R",NA,"wavy",NA
21,"1_10R",0.6,"wavy",-0.464960828592158
22,"1_10R",0.55,"wavy",-0.505522839487112
23,"1_10R",0.3,"wavy",-0.708332893961882
24,"1_10R",1,"wavy",-0.140464741432526
25,"1_10R",0.6,"wavy",-0.464960828592158
26,"1_10R",NA,"wavy",NA
27,"1_10R",0.55,"wavy",-0.505522839487112
28,"1_10R",2.15,"wavy",0.792461509151417
29,"1_10R",2,"wavy",0.670775476466555
30,"1_10R",2.3,"wavy",0.914147541836279
31,"1_10R",1.3,"wavy",0.102907323937198
32,"1_10R",3.75,"wavy",2.09044585778995
33,"1_10R",4.15,"wavy",2.41494194494958
34,"1_10R",4,"wavy",2.29325591226472
35,"1_10R",1.8,"wavy",0.508527432886739
36,"1_10R",0.95,"wavy",-0.18102675232748
37,"1_10R",0.6,"wavy",-0.464960828592158
38,"1_10R",2.4,"wavy",0.995271563626187
39,"1_10R",2.95,"wavy",1.44145368347068
40,"1_10R",0.65,"wavy",-0.424398817697204
41,"1_10R",0.9,"wavy",-0.221588763222434
42,"1_10R",1.8,"wavy",0.508527432886739
43,"1_10R",4.55,"wavy",2.73943803210921
44,"1_10R",0.7,"wavy",-0.38383680680225
45,"1_10R",0.1,"wavy",-0.870580937541699
46,"1_10R",0.05,"wavy",-0.911142948436653
47,"1_10R",0,"wavy",-0.951704959331607
48,"1_10R",NA,"wavy",NA
49,"1_10R",0,"wavy",-0.951704959331607
50,"1_10R",0,"wavy",-0.951704959331607
51,"1_10R",0,"wavy",-0.951704959331607
52,"1_10R",0,"wavy",-0.951704959331607
53,"1_10R",0,"wavy",-0.951704959331607
54,"1_10R",0,"wavy",-0.951704959331607
55,"1_10R",0,"wavy",-0.951704959331607
56,"1_10R",NA,"wavy",NA
57,"1_10R",0,"wavy",-0.951704959331607
58,"1_10R",NA,"wavy",NA
59,"1_10R",NA,"wavy",NA
60,"1_10R",NA,"wavy",NA
61,"1_10R",0.05,"wavy",-0.911142948436653
62,"1_10R",NA,"wavy",NA
63,"1_10R",0.05,"wavy",-0.911142948436653
1,"1_10R",0,"ymac",-0.533404512360074
2,"1_10R",0.1,"ymac",0.618749234337686
3,"1_10R",0.05,"ymac",0.042672360988806
4,"1_10R",0.2,"ymac",1.77090298103545
5,"1_10R",0,"ymac",-0.533404512360074
6,"1_10R",0,"ymac",-0.533404512360074
7,"1_10R",0.35,"ymac",3.49913360108209
8,"1_10R",NA,"ymac",NA
9,"1_10R",0,"ymac",-0.533404512360074
10,"1_10R",0.15,"ymac",1.19482610768657
11,"1_10R",0,"ymac",-0.533404512360074
12,"1_10R",0,"ymac",-0.533404512360074
13,"1_10R",0,"ymac",-0.533404512360074
14,"1_10R",0,"ymac",-0.533404512360074
15,"1_10R",0.05,"ymac",0.042672360988806
16,"1_10R",0,"ymac",-0.533404512360074
17,"1_10R",0.15,"ymac",1.19482610768657
18,"1_10R",0.05,"ymac",0.042672360988806
19,"1_10R",0,"ymac",-0.533404512360074
20,"1_10R",NA,"ymac",NA
21,"1_10R",0,"ymac",-0.533404512360074
22,"1_10R",0,"ymac",-0.533404512360074
23,"1_10R",0,"ymac",-0.533404512360074
24,"1_10R",0,"ymac",-0.533404512360074
25,"1_10R",0,"ymac",-0.533404512360074
26,"1_10R",NA,"ymac",NA
27,"1_10R",0,"ymac",-0.533404512360074
28,"1_10R",0,"ymac",-0.533404512360074
29,"1_10R",0,"ymac",-0.533404512360074
30,"1_10R",0,"ymac",-0.533404512360074
31,"1_10R",0,"ymac",-0.533404512360074
32,"1_10R",0,"ymac",-0.533404512360074
33,"1_10R",0,"ymac",-0.533404512360074
34,"1_10R",0,"ymac",-0.533404512360074
35,"1_10R",0,"ymac",-0.533404512360074
36,"1_10R",0,"ymac",-0.533404512360074
37,"1_10R",0,"ymac",-0.533404512360074
38,"1_10R",0.1,"ymac",0.618749234337686
39,"1_10R",0,"ymac",-0.533404512360074
40,"1_10R",0,"ymac",-0.533404512360074
41,"1_10R",0,"ymac",-0.533404512360074
42,"1_10R",0,"ymac",-0.533404512360074
43,"1_10R",0,"ymac",-0.533404512360074
44,"1_10R",0,"ymac",-0.533404512360074
45,"1_10R",0,"ymac",-0.533404512360074
46,"1_10R",0.1,"ymac",0.618749234337686
47,"1_10R",0.2,"ymac",1.77090298103545
48,"1_10R",NA,"ymac",NA
49,"1_10R",0.25,"ymac",2.34697985438433
50,"1_10R",0.05,"ymac",0.042672360988806
51,"1_10R",0,"ymac",-0.533404512360074
52,"1_10R",0.15,"ymac",1.19482610768657
53,"1_10R",0.1,"ymac",0.618749234337686
54,"1_10R",0.35,"ymac",3.49913360108209
55,"1_10R",0,"ymac",-0.533404512360074
56,"1_10R",NA,"ymac",NA
57,"1_10R",0,"ymac",-0.533404512360074
58,"1_10R",NA,"ymac",NA
59,"1_10R",NA,"ymac",NA
60,"1_10R",NA,"ymac",NA
61,"1_10R",0.1,"ymac",0.618749234337686
62,"1_10R",NA,"ymac",NA
63,"1_10R",0,"ymac",-0.533404512360074
1,"1_22R",0.45,"cys",-0.662199641846488
2,"1_22R",2.2,"cys",-0.141368462866104
3,"1_22R",1.35,"cys",-0.394343606942291
4,"1_22R",1.45,"cys",-0.364581825286269
5,"1_22R",2.95,"cys",0.0818448995540605
6,"1_22R",2.95,"cys",0.0818448995540605
7,"1_22R",3.25,"cys",0.171130244522126
8,"1_22R",NA,"cys",NA
9,"1_22R",2.6,"cys",-0.0223213362420164
10,"1_22R",3.05,"cys",0.111606681210082
11,"1_22R",2.85,"cys",0.0520831178980385
12,"1_22R",2.55,"cys",-0.0372022270700274
13,"1_22R",2.45,"cys",-0.0669640087260493
14,"1_22R",1.65,"cys",-0.305058261974225
15,"1_22R",7.8,"cys",1.52529130987112
16,"1_22R",6.4,"cys",1.10862636668682
17,"1_22R",1.7,"cys",-0.290177371146214
18,"1_22R",2.2,"cys",-0.141368462866104
19,"1_22R",5.1,"cys",0.721723205158532
20,"1_22R",NA,"cys",NA
21,"1_22R",2.05,"cys",-0.186011135350137
22,"1_22R",0,"cys",-0.796127659298587
23,"1_22R",0,"cys",-0.796127659298587
24,"1_22R",0,"cys",-0.796127659298587
25,"1_22R",0,"cys",-0.796127659298587
26,"1_22R",NA,"cys",NA
27,"1_22R",13.35,"cys",3.17707019178034
28,"1_22R",13.25,"cys",3.14730841012432
29,"1_22R",9.5,"cys",2.0312415980235
30,"1_22R",5.75,"cys",0.915174785922675
31,"1_22R",2.95,"cys",0.0818448995540605
32,"1_22R",0.25,"cys",-0.721723205158532
33,"1_22R",0.2,"cys",-0.736604095986543
34,"1_22R",0.05,"cys",-0.781246768470576
35,"1_22R",0,"cys",-0.796127659298587
36,"1_22R",0,"cys",-0.796127659298587
37,"1_22R",0.15,"cys",-0.751484986814554
38,"1_22R",1.05,"cys",-0.483628951910357
39,"1_22R",0.6,"cys",-0.617556969362455
40,"1_22R",0.05,"cys",-0.781246768470576
41,"1_22R",0,"cys",-0.796127659298587
42,"1_22R",0.05,"cys",-0.781246768470576
43,"1_22R",0,"cys",-0.796127659298587
44,"1_22R",0,"cys",-0.796127659298587
45,"1_22R",0,"cys",-0.796127659298587
46,"1_22R",0,"cys",-0.796127659298587
47,"1_22R",0,"cys",-0.796127659298587
48,"1_22R",NA,"cys",NA
49,"1_22R",7.8,"cys",1.52529130987112
50,"1_22R",8.45,"cys",1.71874289063527
51,"1_22R",9.15,"cys",1.92707536222742
52,"1_22R",1.3,"cys",-0.409224497770302
53,"1_22R",5.1,"cys",0.721723205158532
54,"1_22R",0.35,"cys",-0.69196142350251
55,"1_22R",1.85,"cys",-0.245534698662181
56,"1_22R",NA,"cys",NA
57,"1_22R",5.5,"cys",0.84077033178262
58,"1_22R",NA,"cys",NA
59,"1_22R",NA,"cys",NA
60,"1_22R",NA,"cys",NA
61,"1_22R",1.5,"cys",-0.349700934458258
62,"1_22R",NA,"cys",NA
63,"1_22R",1.25,"cys",-0.424105388598313
1,"1_22R",0,"eis",-0.639602149066831
2,"1_22R",0,"eis",-0.639602149066831
3,"1_22R",0,"eis",-0.639602149066831
4,"1_22R",0.6,"eis",4.47721504346782
5,"1_22R",0.2,"eis",1.06600358177805
6,"1_22R",0.2,"eis",1.06600358177805
7,"1_22R",0.25,"eis",1.49240501448927
8,"1_22R",NA,"eis",NA
9,"1_22R",0.1,"eis",0.213200716355611
10,"1_22R",0.15,"eis",0.639602149066831
11,"1_22R",0.1,"eis",0.213200716355611
12,"1_22R",0.15,"eis",0.639602149066831
13,"1_22R",0.1,"eis",0.213200716355611
14,"1_22R",0.05,"eis",-0.21320071635561
15,"1_22R",0.15,"eis",0.639602149066831
16,"1_22R",0.2,"eis",1.06600358177805
17,"1_22R",0.15,"eis",0.639602149066831
18,"1_22R",0.2,"eis",1.06600358177805
19,"1_22R",0.2,"eis",1.06600358177805
20,"1_22R",NA,"eis",NA
21,"1_22R",0,"eis",-0.639602149066831
22,"1_22R",0,"eis",-0.639602149066831
23,"1_22R",0,"eis",-0.639602149066831
24,"1_22R",0,"eis",-0.639602149066831
25,"1_22R",0,"eis",-0.639602149066831
26,"1_22R",NA,"eis",NA
27,"1_22R",0,"eis",-0.639602149066831
28,"1_22R",0,"eis",-0.639602149066831
29,"1_22R",0,"eis",-0.639602149066831
30,"1_22R",0,"eis",-0.639602149066831
31,"1_22R",0,"eis",-0.639602149066831
32,"1_22R",0,"eis",-0.639602149066831
33,"1_22R",0,"eis",-0.639602149066831
34,"1_22R",0,"eis",-0.639602149066831
35,"1_22R",0,"eis",-0.639602149066831
36,"1_22R",0,"eis",-0.639602149066831
37,"1_22R",0,"eis",-0.639602149066831
38,"1_22R",0,"eis",-0.639602149066831
39,"1_22R",0,"eis",-0.639602149066831
40,"1_22R",0,"eis",-0.639602149066831
41,"1_22R",0,"eis",-0.639602149066831
42,"1_22R",0,"eis",-0.639602149066831
43,"1_22R",0,"eis",-0.639602149066831
44,"1_22R",0,"eis",-0.639602149066831
45,"1_22R",0,"eis",-0.639602149066831
46,"1_22R",0.35,"eis",2.34520787991172
47,"1_22R",0,"eis",-0.639602149066831
48,"1_22R",NA,"eis",NA
49,"1_22R",0.25,"eis",1.49240501448927
50,"1_22R",0.05,"eis",-0.21320071635561
51,"1_22R",0.25,"eis",1.49240501448927
52,"1_22R",0.05,"eis",-0.21320071635561
53,"1_22R",0.1,"eis",0.213200716355611
54,"1_22R",0.15,"eis",0.639602149066831
55,"1_22R",0,"eis",-0.639602149066831
56,"1_22R",NA,"eis",NA
57,"1_22R",0,"eis",-0.639602149066831
58,"1_22R",NA,"eis",NA
59,"1_22R",NA,"eis",NA
60,"1_22R",NA,"eis",NA
61,"1_22R",0.05,"eis",-0.21320071635561
62,"1_22R",NA,"eis",NA
63,"1_22R",0,"eis",-0.639602149066831
1,"1_22R",0.35,"lam",-0.115773348958258
2,"1_22R",0.45,"lam",0.0555077700484798
3,"1_22R",0.45,"lam",0.0555077700484798
4,"1_22R",1,"lam",0.997553924585536
5,"1_22R",0.6,"lam",0.312429448558586
6,"1_22R",0.9,"lam",0.826272805578798
7,"1_22R",0.85,"lam",0.74063224607543
8,"1_22R",NA,"lam",NA
9,"1_22R",0.7,"lam",0.483710567565323
10,"1_22R",0.65,"lam",0.398070008061955
11,"1_22R",0.6,"lam",0.312429448558586
12,"1_22R",0.8,"lam",0.654991686572061
13,"1_22R",2.1,"lam",2.88164623365965
14,"1_22R",1.5,"lam",1.85395951961922
15,"1_22R",1.9,"lam",2.53908399564617
16,"1_22R",0.4,"lam",-0.0301327894548889
17,"1_22R",1.4,"lam",1.68267840061249
18,"1_22R",1.8,"lam",2.36780287663944
19,"1_22R",1.6,"lam",2.02524063862596
20,"1_22R",NA,"lam",NA
21,"1_22R",0.15,"lam",-0.458335586971733
22,"1_22R",0,"lam",-0.715257265481839
23,"1_22R",0,"lam",-0.715257265481839
24,"1_22R",0,"lam",-0.715257265481839
25,"1_22R",0,"lam",-0.715257265481839
26,"1_22R",NA,"lam",NA
27,"1_22R",0,"lam",-0.715257265481839
28,"1_22R",0,"lam",-0.715257265481839
29,"1_22R",0,"lam",-0.715257265481839
30,"1_22R",0,"lam",-0.715257265481839
31,"1_22R",0,"lam",-0.715257265481839
32,"1_22R",0,"lam",-0.715257265481839
33,"1_22R",0,"lam",-0.715257265481839
34,"1_22R",0,"lam",-0.715257265481839
35,"1_22R",0,"lam",-0.715257265481839
36,"1_22R",0,"lam",-0.715257265481839
37,"1_22R",0,"lam",-0.715257265481839
38,"1_22R",0,"lam",-0.715257265481839
39,"1_22R",0,"lam",-0.715257265481839
40,"1_22R",0,"lam",-0.715257265481839
41,"1_22R",0,"lam",-0.715257265481839
42,"1_22R",0,"lam",-0.715257265481839
43,"1_22R",0,"lam",-0.715257265481839
44,"1_22R",0.05,"lam",-0.62961670597847
45,"1_22R",0,"lam",-0.715257265481839
46,"1_22R",0,"lam",-0.715257265481839
47,"1_22R",0,"lam",-0.715257265481839
48,"1_22R",NA,"lam",NA
49,"1_22R",0.55,"lam",0.226788889055217
50,"1_22R",0.45,"lam",0.0555077700484798
51,"1_22R",0,"lam",-0.715257265481839
52,"1_22R",0.2,"lam",-0.372695027468364
53,"1_22R",0.55,"lam",0.226788889055217
54,"1_22R",0.15,"lam",-0.458335586971733
55,"1_22R",0.2,"lam",-0.372695027468364
56,"1_22R",NA,"lam",NA
57,"1_22R",0,"lam",-0.715257265481839
58,"1_22R",NA,"lam",NA
59,"1_22R",NA,"lam",NA
60,"1_22R",NA,"lam",NA
61,"1_22R",1.65,"lam",2.11088119812933
62,"1_22R",NA,"lam",NA
63,"1_22R",0.55,"lam",0.226788889055217
1,"1_22R",0.1,"mac",-0.33194271313415
2,"1_22R",0.05,"mac",-0.481316934044517
3,"1_22R",0.45,"mac",0.713676833238422
4,"1_22R",0.35,"mac",0.414928391417687
5,"1_22R",0.35,"mac",0.414928391417687
6,"1_22R",0.15,"mac",-0.182568492223782
7,"1_22R",1.5,"mac",3.85053547235614
8,"1_22R",NA,"mac",NA
9,"1_22R",0.55,"mac",1.01242527505916
10,"1_22R",0.3,"mac",0.26555417050732
11,"1_22R",0.25,"mac",0.116179949596952
12,"1_22R",0,"mac",-0.630691154954885
13,"1_22R",0.75,"mac",1.60992215870063
14,"1_22R",0.4,"mac",0.564302612328055
15,"1_22R",0.4,"mac",0.564302612328055
16,"1_22R",0.25,"mac",0.116179949596952
17,"1_22R",0.15,"mac",-0.182568492223782
18,"1_22R",0.15,"mac",-0.182568492223782
19,"1_22R",0.2,"mac",-0.033194271313415
20,"1_22R",NA,"mac",NA
21,"1_22R",0,"mac",-0.630691154954885
22,"1_22R",0,"mac",-0.630691154954885
23,"1_22R",0,"mac",-0.630691154954885
24,"1_22R",0,"mac",-0.630691154954885
25,"1_22R",0,"mac",-0.630691154954885
26,"1_22R",NA,"mac",NA
27,"1_22R",0.1,"mac",-0.33194271313415
28,"1_22R",0,"mac",-0.630691154954885
29,"1_22R",0,"mac",-0.630691154954885
30,"1_22R",0,"mac",-0.630691154954885
31,"1_22R",0,"mac",-0.630691154954885
32,"1_22R",0,"mac",-0.630691154954885
33,"1_22R",0,"mac",-0.630691154954885
34,"1_22R",0,"mac",-0.630691154954885
35,"1_22R",0,"mac",-0.630691154954885
36,"1_22R",0,"mac",-0.630691154954885
37,"1_22R",0,"mac",-0.630691154954885
38,"1_22R",0.05,"mac",-0.481316934044517
39,"1_22R",0,"mac",-0.630691154954885
40,"1_22R",0,"mac",-0.630691154954885
41,"1_22R",0,"mac",-0.630691154954885
42,"1_22R",0,"mac",-0.630691154954885
43,"1_22R",0,"mac",-0.630691154954885
44,"1_22R",0,"mac",-0.630691154954885
45,"1_22R",0,"mac",-0.630691154954885
46,"1_22R",1.35,"mac",3.40241280962504
47,"1_22R",0.75,"mac",1.60992215870063
48,"1_22R",NA,"mac",NA
49,"1_22R",0.95,"mac",2.2074190423421
50,"1_22R",0.1,"mac",-0.33194271313415
51,"1_22R",0.3,"mac",0.26555417050732
52,"1_22R",0.15,"mac",-0.182568492223782
53,"1_22R",0.2,"mac",-0.033194271313415
54,"1_22R",0.1,"mac",-0.33194271313415
55,"1_22R",0.1,"mac",-0.33194271313415
56,"1_22R",NA,"mac",NA
57,"1_22R",0.05,"mac",-0.481316934044517
58,"1_22R",NA,"mac",NA
59,"1_22R",NA,"mac",NA
60,"1_22R",NA,"mac",NA
61,"1_22R",0.8,"mac",1.75929637961099
62,"1_22R",NA,"mac",NA
63,"1_22R",0.05,"mac",-0.481316934044517
1,"1_22R",0.3,"paras",-0.148615754452602
2,"1_22R",0.55,"paras",0.509191683288423
3,"1_22R",0.5,"paras",0.377630195740218
4,"1_22R",0.8,"paras",1.16699912102945
5,"1_22R",0.45,"paras",0.246068708192013
6,"1_22R",0.85,"paras",1.29856060857765
7,"1_22R",0.45,"paras",0.246068708192013
8,"1_22R",NA,"paras",NA
9,"1_22R",0.15,"paras",-0.543300217097217
10,"1_22R",0.65,"paras",0.772314658384832
11,"1_22R",0.65,"paras",0.772314658384832
12,"1_22R",0.6,"paras",0.640753170836627
13,"1_22R",0.1,"paras",-0.674861704645421
14,"1_22R",0.45,"paras",0.246068708192013
15,"1_22R",0.3,"paras",-0.148615754452602
16,"1_22R",0.5,"paras",0.377630195740218
17,"1_22R",0.25,"paras",-0.280177242000807
18,"1_22R",0.4,"paras",0.114507220643808
19,"1_22R",0.1,"paras",-0.674861704645421
20,"1_22R",NA,"paras",NA
21,"1_22R",0.05,"paras",-0.806423192193626
22,"1_22R",0.7,"paras",0.903876145933037
23,"1_22R",0.35,"paras",-0.0170542669043971
24,"1_22R",0.6,"paras",0.640753170836627
25,"1_22R",0.6,"paras",0.640753170836627
26,"1_22R",NA,"paras",NA
27,"1_22R",0.25,"paras",-0.280177242000807
28,"1_22R",0.75,"paras",1.03543763348124
29,"1_22R",0.45,"paras",0.246068708192013
30,"1_22R",1.65,"paras",3.40354440934893
31,"1_22R",0.2,"paras",-0.411738729549012
32,"1_22R",1.85,"paras",3.92979035954175
33,"1_22R",0,"paras",-0.937984679741831
34,"1_22R",0.15,"paras",-0.543300217097217
35,"1_22R",0.1,"paras",-0.674861704645421
36,"1_22R",0.5,"paras",0.377630195740218
37,"1_22R",0.05,"paras",-0.806423192193626
38,"1_22R",0.85,"paras",1.29856060857765
39,"1_22R",0.3,"paras",-0.148615754452602
40,"1_22R",0.25,"paras",-0.280177242000807
41,"1_22R",0.5,"paras",0.377630195740218
42,"1_22R",0.4,"paras",0.114507220643808
43,"1_22R",0,"paras",-0.937984679741831
44,"1_22R",0.05,"paras",-0.806423192193626
45,"1_22R",0,"paras",-0.937984679741831
46,"1_22R",0,"paras",-0.937984679741831
47,"1_22R",0,"paras",-0.937984679741831
48,"1_22R",NA,"paras",NA
49,"1_22R",0,"paras",-0.937984679741831
50,"1_22R",0.05,"paras",-0.806423192193626
51,"1_22R",0,"paras",-0.937984679741831
52,"1_22R",0.1,"paras",-0.674861704645421
53,"1_22R",0.05,"paras",-0.806423192193626
54,"1_22R",0.4,"paras",0.114507220643808
55,"1_22R",0,"paras",-0.937984679741831
56,"1_22R",NA,"paras",NA
57,"1_22R",0,"paras",-0.937984679741831
58,"1_22R",NA,"paras",NA
59,"1_22R",NA,"paras",NA
60,"1_22R",NA,"paras",NA
61,"1_22R",0,"paras",-0.937984679741831
62,"1_22R",NA,"paras",NA
63,"1_22R",0,"paras",-0.937984679741831
1,"1_22R",0.3,"pat",4.89066746855709
2,"1_22R",0.05,"pat",0.45952580241476
3,"1_22R",0,"pat",-0.426702530813706
4,"1_22R",0,"pat",-0.426702530813706
5,"1_22R",0,"pat",-0.426702530813706
6,"1_22R",0.1,"pat",1.34575413564323
7,"1_22R",0.1,"pat",1.34575413564323
8,"1_22R",NA,"pat",NA
9,"1_22R",0,"pat",-0.426702530813706
10,"1_22R",0,"pat",-0.426702530813706
11,"1_22R",0,"pat",-0.426702530813706
12,"1_22R",0,"pat",-0.426702530813706
13,"1_22R",0,"pat",-0.426702530813706
14,"1_22R",0,"pat",-0.426702530813706
15,"1_22R",0,"pat",-0.426702530813706
16,"1_22R",0.05,"pat",0.45952580241476
17,"1_22R",0,"pat",-0.426702530813706
18,"1_22R",0.05,"pat",0.45952580241476
19,"1_22R",0,"pat",-0.426702530813706
20,"1_22R",NA,"pat",NA
21,"1_22R",0,"pat",-0.426702530813706
22,"1_22R",0,"pat",-0.426702530813706
23,"1_22R",0,"pat",-0.426702530813706
24,"1_22R",0,"pat",-0.426702530813706
25,"1_22R",0,"pat",-0.426702530813706
26,"1_22R",NA,"pat",NA
27,"1_22R",0,"pat",-0.426702530813706
28,"1_22R",0,"pat",-0.426702530813706
29,"1_22R",0.1,"pat",1.34575413564323
30,"1_22R",0,"pat",-0.426702530813706
31,"1_22R",0,"pat",-0.426702530813706
32,"1_22R",0,"pat",-0.426702530813706
33,"1_22R",0,"pat",-0.426702530813706
34,"1_22R",0,"pat",-0.426702530813706
35,"1_22R",0,"pat",-0.426702530813706
36,"1_22R",0,"pat",-0.426702530813706
37,"1_22R",0,"pat",-0.426702530813706
38,"1_22R",0,"pat",-0.426702530813706
39,"1_22R",0,"pat",-0.426702530813706
40,"1_22R",0,"pat",-0.426702530813706
41,"1_22R",0,"pat",-0.426702530813706
42,"1_22R",0,"pat",-0.426702530813706
43,"1_22R",0,"pat",-0.426702530813706
44,"1_22R",0,"pat",-0.426702530813706
45,"1_22R",0.2,"pat",3.11821080210016
46,"1_22R",0.05,"pat",0.45952580241476
47,"1_22R",0.05,"pat",0.45952580241476
48,"1_22R",NA,"pat",NA
49,"1_22R",0,"pat",-0.426702530813706
50,"1_22R",0,"pat",-0.426702530813706
51,"1_22R",0,"pat",-0.426702530813706
52,"1_22R",0.05,"pat",0.45952580241476
53,"1_22R",0,"pat",-0.426702530813706
54,"1_22R",0,"pat",-0.426702530813706
55,"1_22R",0.05,"pat",0.45952580241476
56,"1_22R",NA,"pat",NA
57,"1_22R",0,"pat",-0.426702530813706
58,"1_22R",NA,"pat",NA
59,"1_22R",NA,"pat",NA
60,"1_22R",NA,"pat",NA
61,"1_22R",0,"pat",-0.426702530813706
62,"1_22R",NA,"pat",NA
63,"1_22R",0.15,"pat",2.23198246887169
1,"1_22R",0.35,"pis",0.938915539515025
2,"1_22R",0.1,"pis",-0.100048377161437
3,"1_22R",0.1,"pis",-0.100048377161437
4,"1_22R",0,"pis",-0.515633943832022
5,"1_22R",0,"pis",-0.515633943832022
6,"1_22R",0.25,"pis",0.52332997284444
7,"1_22R",0,"pis",-0.515633943832022
8,"1_22R",NA,"pis",NA
9,"1_22R",0,"pis",-0.515633943832022
10,"1_22R",0.05,"pis",-0.307841160496729
11,"1_22R",0,"pis",-0.515633943832022
12,"1_22R",0,"pis",-0.515633943832022
13,"1_22R",0,"pis",-0.515633943832022
14,"1_22R",0,"pis",-0.515633943832022
15,"1_22R",0,"pis",-0.515633943832022
16,"1_22R",0.1,"pis",-0.100048377161437
17,"1_22R",0,"pis",-0.515633943832022
18,"1_22R",0.1,"pis",-0.100048377161437
19,"1_22R",0.05,"pis",-0.307841160496729
20,"1_22R",NA,"pis",NA
21,"1_22R",0.35,"pis",0.938915539515025
22,"1_22R",0.15,"pis",0.107744406173855
23,"1_22R",0.05,"pis",-0.307841160496729
24,"1_22R",0.15,"pis",0.107744406173855
25,"1_22R",0,"pis",-0.515633943832022
26,"1_22R",NA,"pis",NA
27,"1_22R",0,"pis",-0.515633943832022
28,"1_22R",0,"pis",-0.515633943832022
29,"1_22R",0,"pis",-0.515633943832022
30,"1_22R",0,"pis",-0.515633943832022
31,"1_22R",0.1,"pis",-0.100048377161437
32,"1_22R",0.1,"pis",-0.100048377161437
33,"1_22R",0.05,"pis",-0.307841160496729
34,"1_22R",0.15,"pis",0.107744406173855
35,"1_22R",0,"pis",-0.515633943832022
36,"1_22R",0.1,"pis",-0.100048377161437
37,"1_22R",0,"pis",-0.515633943832022
38,"1_22R",0,"pis",-0.515633943832022
39,"1_22R",0.1,"pis",-0.100048377161437
40,"1_22R",0,"pis",-0.515633943832022
41,"1_22R",0,"pis",-0.515633943832022
42,"1_22R",0.1,"pis",-0.100048377161437
43,"1_22R",0.05,"pis",-0.307841160496729
44,"1_22R",0.3,"pis",0.731122756179732
45,"1_22R",0.5,"pis",1.5622938895209
46,"1_22R",0.2,"pis",0.315537189509148
47,"1_22R",0.75,"pis",2.60125780619736
48,"1_22R",NA,"pis",NA
49,"1_22R",1.4,"pis",5.30256398955617
50,"1_22R",0.05,"pis",-0.307841160496729
51,"1_22R",0.15,"pis",0.107744406173855
52,"1_22R",0,"pis",-0.515633943832022
53,"1_22R",0.7,"pis",2.39346502286207
54,"1_22R",0.05,"pis",-0.307841160496729
55,"1_22R",0,"pis",-0.515633943832022
56,"1_22R",NA,"pis",NA
57,"1_22R",0,"pis",-0.515633943832022
58,"1_22R",NA,"pis",NA
59,"1_22R",NA,"pis",NA
60,"1_22R",NA,"pis",NA
61,"1_22R",0.05,"pis",-0.307841160496729
62,"1_22R",NA,"pis",NA
63,"1_22R",0,"pis",-0.515633943832022
1,"1_22R",0.15,"pter",-0.27188701945073
2,"1_22R",0.2,"pter",-0.18799045344879
3,"1_22R",0,"pter",-0.523576717456548
4,"1_22R",0,"pter",-0.523576717456548
5,"1_22R",0.35,"pter",0.063699244557028
6,"1_22R",0.25,"pter",-0.104093887446851
7,"1_22R",0.4,"pter",0.147595810558968
8,"1_22R",NA,"pter",NA
9,"1_22R",0.15,"pter",-0.27188701945073
10,"1_22R",0.1,"pter",-0.355783585452669
11,"1_22R",0.1,"pter",-0.355783585452669
12,"1_22R",0,"pter",-0.523576717456548
13,"1_22R",0,"pter",-0.523576717456548
